,train,val,test
31,BONE_4_M48_2_3,BONE_7_F65_3_3,
32,BONE_4_M48_3_1,BONE_7_F65_4_1,
33,BONE_4_M48_3_2,BONE_7_F65_4_2,
34,BONE_4_M48_3_3,BONE_7_F65_4_3,
35,BONE_4_M48_4_1,BONE_7_F65_5_1,
36,BONE_4_M48_4_2,BONE_7_F65_5_2,
37,BONE_4_M48_4_3,BONE_7_F65_5_3,
38,BONE_4_M48_5_1,BONE_7_F65_6_1,
39,BONE_4_M48_5_2,BONE_7_F65_6_2,
40,BONE_4_M48_5_3,BONE_7_F65_6_3,
41,BONE_4_M48_6_1,BONE_7_F65_7_1,
42,BONE_4_M48_6_2,BONE_7_F65_7_2,
43,BONE_4_M48_6_3,BONE_7_F65_7_3,
44,BONE_4_M48_6_4,BONE_7_F65_8_1,
45,BONE_4_M48_6_5,BONE_7_F65_8_2,
46,BONE_4_M48_7_1,BONE_7_F65_8_3,
47,BONE_4_M48_7_2,,
48,BONE_4_M48_7_3,,
49,BONE_4_M48_8_1,,
50,BONE_4_M48_8_2,,
51,BONE_5_M59_1_1,,
52,BONE_5_M59_1_2,,
53,BONE_5_M59_1_3,,
54,BONE_5_M59_1_4,,
55,BONE_5_M59_2_1,,
56,BONE_5_M59_2_2,,
57,BONE_5_M59_2_3,,
58,BONE_5_M59_2_4,,
59,BONE_5_M59_2_5,,
60,BONE_5_M59_3_1,,
61,BONE_5_M59_3_2,,
62,BONE_5_M59_3_3,,
63,BONE_5_M59_3_4,,
64,BONE_5_M59_3_5,,
65,BONE_5_M59_3_6,,
66,BONE_5_M59_4_1,,
67,BONE_5_M59_4_2,,
68,BONE_5_M59_4_3,,
69,BONE_5_M59_5_1,,
70,BONE_5_M59_5_2,,
71,BONE_5_M59_5_3,,
72,BONE_5_M59_6_1,,
73,BONE_5_M59_6_2,,
74,BONE_5_M59_6_3,,
75,BONE_5_M59_6_4,,
76,BONE_5_M59_6_5,,
77,BONE_5_M59_6_6,,
78,BONE_8_F68_1_1,,
79,BONE_8_F68_1_2,,
80,BONE_8_F68_1_3,,
81,BONE_8_F68_2_1,,
82,BONE_8_F68_2_2,,
83,BONE_8_F68_2_3,,
84,BONE_8_F68_3_1,,
85,BONE_8_F68_3_2,,
86,BONE_8_F68_3_3,,
87,BONE_8_F68_4_1,,
88,BONE_8_F68_4_2,,
89,BONE_8_F68_4_3,,
90,BONE_8_F68_5_1,,
91,BONE_8_F68_5_2,,
92,BONE_8_F68_5_3,,
93,BONE_8_F68_6_1,,
94,BONE_8_F68_6_2,,
95,BONE_8_F68_6_3,,
96,BONE_8_F68_7_1,,
97,BONE_8_F68_7_2,,
98,BONE_8_F68_7_3,,
99,BONE_8_F68_8_1,,
100,BONE_8_F68_8_2,,
101,BONE_8_F68_8_3,,
102,BONE_9_M72_1_1,,
103,BONE_9_M72_1_2,,
104,BONE_9_M72_1_3,,
105,BONE_9_M72_1_4,,
106,BONE_9_M72_2_1,,
107,BONE_9_M72_2_2,,
108,BONE_9_M72_2_3,,
109,BONE_9_M72_2_4,,
110,BONE_9_M72_4_1,,
111,BONE_9_M72_4_2,,
112,BONE_9_M72_5_1,,
113,BONE_9_M72_5_2,,
114,BONE_9_M72_5_3,,
115,BONE_9_M72_5_4,,
116,BONE_9_M72_6_1,,
117,BONE_9_M72_6_2,,
118,BONE_9_M72_7_1,,
119,BONE_9_M72_7_2,,
120,BONE_9_M72_7_3,,
121,BONE_11_M72_2_1,,
122,BONE_11_M72_2_2,,
123,BONE_11_M72_2_3,,
124,BONE_11_M72_3_1,,
125,BONE_11_M72_3_2,,
126,BONE_11_M72_3_3,,
127,BONE_11_M72_4_1,,
128,BONE_11_M72_4_2,,
129,BONE_11_M72_4_3,,
130,BONE_11_M72_5_1,,
131,BONE_11_M72_5_2,,
132,BONE_11_M72_5_3,,
133,BONE_11_M72_5_4,,
134,BONE_11_M72_6_1,,
135,BONE_11_M72_6_2,,
136,BONE_11_M72_6_3,,
137,BONE_11_M72_6_4,,
138,BONE_11_M72_6_5,,
139,BONE_11_M72_7_1,,
140,BONE_11_M72_7_2,,
141,BONE_11_M72_7_3,,
142,BONE_11_M72_8_1,,
143,BONE_11_M72_8_2,,
144,BONE_11_M72_8_3,,
145,BONE_12_F69_1_1,,
146,BONE_12_F69_1_2,,
147,BONE_12_F69_1_3,,
148,BONE_12_F69_2_1,,
149,BONE_12_F69_2_2,,
150,BONE_12_F69_2_3,,
151,BONE_12_F69_3_1,,
152,BONE_12_F69_3_2,,
153,BONE_12_F69_3_3,,
154,BONE_12_F69_4_1,,
155,BONE_12_F69_4_2,,
156,BONE_12_F69_4_3,,
157,BONE_12_F69_5_1,,
158,BONE_12_F69_5_2,,
159,BONE_12_F69_5_3,,
160,BONE_12_F69_6_1,,
161,BONE_12_F69_6_2,,
162,BONE_12_F69_6_3,,
163,BONE_12_F69_7_1,,
164,BONE_12_F69_7_2,,
165,BONE_12_F69_7_3,,
166,BONE_12_F69_8_1,,
167,BONE_12_F69_8_2,,
168,BONE_12_F69_8_3,,
169,BONE_13_M47_1_1,,
170,BONE_13_M47_1_2,,
171,BONE_13_M47_1_3,,
172,BONE_13_M47_2_1,,
173,BONE_13_M47_2_2,,
174,BONE_13_M47_2_3,,
175,BONE_13_M47_3_1,,
176,BONE_13_M47_3_2,,
177,BONE_13_M47_3_3,,
178,BONE_13_M47_4_1,,
179,BONE_13_M47_4_2,,
180,BONE_13_M47_4_3,,
181,BONE_13_M47_5_1,,
182,BONE_13_M47_5_2,,
183,BONE_13_M47_5_3,,
184,BONE_13_M47_6_1,,
185,BONE_13_M47_6_2,,
186,BONE_13_M47_6_3,,
187,BONE_13_M47_7_1,,
188,BONE_13_M47_7_2,,
189,BONE_13_M47_7_3,,
190,BONE_13_M47_8_1,,
191,BONE_13_M47_8_2,,
192,BONE_13_M47_8_3,,
193,BONE_15_M71_1_1,,
194,BONE_15_M71_1_2,,
195,BONE_15_M71_1_3,,
196,BONE_15_M71_2_1,,
197,BONE_15_M71_2_2,,
198,BONE_15_M71_2_3,,
199,BONE_15_M71_3_1,,
200,BONE_15_M71_3_2,,
201,BONE_15_M71_3_3,,
202,BONE_15_M71_4_1,,
203,BONE_15_M71_4_2,,
204,BONE_15_M71_4_3,,
205,BONE_15_M71_5_1,,
206,BONE_15_M71_5_2,,
207,BONE_15_M71_5_3,,
208,BONE_15_M71_6_1,,
209,BONE_15_M71_6_2,,
210,BONE_15_M71_6_3,,
211,BONE_15_M71_7_1,,
212,BONE_15_M71_7_2,,
213,BONE_15_M71_7_3,,
214,BONE_15_M71_8_1,,
215,BONE_15_M71_8_2,,
216,BONE_15_M71_8_3,,
217,BONE_16_F63_1_1,,
218,BONE_16_F63_1_2,,
219,BONE_16_F63_2_1,,
220,BONE_16_F63_2_2,,
221,BONE_16_F63_2_3,,
222,BONE_16_F63_3_1,,
223,BONE_16_F63_3_2,,
224,BONE_16_F63_3_3,,
225,BONE_16_F63_3_4,,
226,BONE_16_F63_4_1,,
227,BONE_16_F63_4_2,,
228,BONE_16_F63_5_1,,
229,BONE_16_F63_6_1,,
230,BONE_16_F63_6_2,,
231,BONE_16_F63_6_3,,
232,BONE_16_F63_7_1,,
233,BONE_16_F63_7_2,,
234,BONE_16_F63_7_3,,
235,BONE_17_F52_1_1,,
236,BONE_17_F52_1_2,,
237,BONE_17_F52_1_3,,
238,BONE_17_F52_2_1,,
239,BONE_17_F52_2_2,,
240,BONE_17_F52_2_3,,
241,BONE_17_F52_3_1,,
242,BONE_17_F52_3_2,,
243,BONE_17_F52_3_3,,
244,BONE_17_F52_4_1,,
245,BONE_17_F52_4_2,,
246,BONE_17_F52_4_3,,
247,BONE_17_F52_5_1,,
248,BONE_17_F52_5_2,,
249,BONE_17_F52_5_3,,
250,BONE_17_F52_6_1,,
251,BONE_17_F52_6_2,,
252,BONE_17_F52_6_3,,
253,BONE_17_F52_7_1,,
254,BONE_17_F52_7_2,,
255,BONE_17_F52_7_3,,
