,train,val,test
97,BONE_6_M63_4_2,,
98,BONE_6_M63_4_3,,
99,BONE_6_M63_5_1,,
100,BONE_6_M63_5_2,,
101,BONE_6_M63_6_1,,
102,BONE_6_M63_6_2,,
103,BONE_6_M63_6_3,,
104,BONE_6_M63_7_1,,
105,BONE_6_M63_7_2,,
106,BONE_6_M63_7_3,,
107,BONE_6_M63_8_1,,
108,BONE_6_M63_8_2,,
109,BONE_6_M63_8_3,,
110,BONE_8_F68_1_1,,
111,BONE_8_F68_1_2,,
112,BONE_8_F68_1_3,,
113,BONE_8_F68_2_1,,
114,BONE_8_F68_2_2,,
115,BONE_8_F68_2_3,,
116,BONE_8_F68_3_1,,
117,BONE_8_F68_3_2,,
118,BONE_8_F68_3_3,,
119,BONE_8_F68_4_1,,
120,BONE_8_F68_4_2,,
121,BONE_8_F68_4_3,,
122,BONE_8_F68_5_1,,
123,BONE_8_F68_5_2,,
124,BONE_8_F68_5_3,,
125,BONE_8_F68_6_1,,
126,BONE_8_F68_6_2,,
127,BONE_8_F68_6_3,,
128,BONE_8_F68_7_1,,
129,BONE_8_F68_7_2,,
130,BONE_8_F68_7_3,,
131,BONE_8_F68_8_1,,
132,BONE_8_F68_8_2,,
133,BONE_8_F68_8_3,,
134,BONE_9_M72_1_1,,
135,BONE_9_M72_1_2,,
136,BONE_9_M72_1_3,,
137,BONE_9_M72_1_4,,
138,BONE_9_M72_2_1,,
139,BONE_9_M72_2_2,,
140,BONE_9_M72_2_3,,
141,BONE_9_M72_2_4,,
142,BONE_9_M72_4_1,,
143,BONE_9_M72_4_2,,
144,BONE_9_M72_5_1,,
145,BONE_9_M72_5_2,,
146,BONE_9_M72_5_3,,
147,BONE_9_M72_5_4,,
148,BONE_9_M72_6_1,,
149,BONE_9_M72_6_2,,
150,BONE_9_M72_7_1,,
151,BONE_9_M72_7_2,,
152,BONE_9_M72_7_3,,
153,BONE_11_M72_2_1,,
154,BONE_11_M72_2_2,,
155,BONE_11_M72_2_3,,
156,BONE_11_M72_3_1,,
157,BONE_11_M72_3_2,,
158,BONE_11_M72_3_3,,
159,BONE_11_M72_4_1,,
160,BONE_11_M72_4_2,,
161,BONE_11_M72_4_3,,
162,BONE_11_M72_5_1,,
163,BONE_11_M72_5_2,,
164,BONE_11_M72_5_3,,
165,BONE_11_M72_5_4,,
166,BONE_11_M72_6_1,,
167,BONE_11_M72_6_2,,
168,BONE_11_M72_6_3,,
169,BONE_11_M72_6_4,,
170,BONE_11_M72_6_5,,
171,BONE_11_M72_7_1,,
172,BONE_11_M72_7_2,,
173,BONE_11_M72_7_3,,
174,BONE_11_M72_8_1,,
175,BONE_11_M72_8_2,,
176,BONE_11_M72_8_3,,
177,BONE_12_F69_1_1,,
178,BONE_12_F69_1_2,,
179,BONE_12_F69_1_3,,
180,BONE_12_F69_2_1,,
181,BONE_12_F69_2_2,,
182,BONE_12_F69_2_3,,
183,BONE_12_F69_3_1,,
184,BONE_12_F69_3_2,,
185,BONE_12_F69_3_3,,
186,BONE_12_F69_4_1,,
187,BONE_12_F69_4_2,,
188,BONE_12_F69_4_3,,
189,BONE_12_F69_5_1,,
190,BONE_12_F69_5_2,,
191,BONE_12_F69_5_3,,
192,BONE_12_F69_6_1,,
193,BONE_12_F69_6_2,,
194,BONE_12_F69_6_3,,
195,BONE_12_F69_7_1,,
196,BONE_12_F69_7_2,,
197,BONE_12_F69_7_3,,
198,BONE_12_F69_8_1,,
199,BONE_12_F69_8_2,,
200,BONE_12_F69_8_3,,
201,BONE_13_M47_1_1,,
202,BONE_13_M47_1_2,,
203,BONE_13_M47_1_3,,
204,BONE_13_M47_2_1,,
205,BONE_13_M47_2_2,,
206,BONE_13_M47_2_3,,
207,BONE_13_M47_3_1,,
208,BONE_13_M47_3_2,,
209,BONE_13_M47_3_3,,
210,BONE_13_M47_4_1,,
211,BONE_13_M47_4_2,,
212,BONE_13_M47_4_3,,
213,BONE_13_M47_5_1,,
214,BONE_13_M47_5_2,,
215,BONE_13_M47_5_3,,
216,BONE_13_M47_6_1,,
217,BONE_13_M47_6_2,,
218,BONE_13_M47_6_3,,
219,BONE_13_M47_7_1,,
220,BONE_13_M47_7_2,,
221,BONE_13_M47_7_3,,
222,BONE_13_M47_8_1,,
223,BONE_13_M47_8_2,,
224,BONE_13_M47_8_3,,
225,BONE_16_F63_1_1,,
226,BONE_16_F63_1_2,,
227,BONE_16_F63_2_1,,
228,BONE_16_F63_2_2,,
229,BONE_16_F63_2_3,,
230,BONE_16_F63_3_1,,
231,BONE_16_F63_3_2,,
232,BONE_16_F63_3_3,,
233,BONE_16_F63_3_4,,
234,BONE_16_F63_4_1,,
235,BONE_16_F63_4_2,,
236,BONE_16_F63_5_1,,
237,BONE_16_F63_6_1,,
238,BONE_16_F63_6_2,,
239,BONE_16_F63_6_3,,
240,BONE_16_F63_7_1,,
241,BONE_16_F63_7_2,,
242,BONE_16_F63_7_3,,
