,train,val,test
129,BONE_9_M72_1_4,,
130,BONE_9_M72_2_1,,
131,BONE_9_M72_2_2,,
132,BONE_9_M72_2_3,,
133,BONE_9_M72_2_4,,
134,BONE_9_M72_4_1,,
135,BONE_9_M72_4_2,,
136,BONE_9_M72_5_1,,
137,BONE_9_M72_5_2,,
138,BONE_9_M72_5_3,,
139,BONE_9_M72_5_4,,
140,BONE_9_M72_6_1,,
141,BONE_9_M72_6_2,,
142,BONE_9_M72_7_1,,
143,BONE_9_M72_7_2,,
144,BONE_9_M72_7_3,,
145,BONE_12_F69_1_1,,
146,BONE_12_F69_1_2,,
147,BONE_12_F69_1_3,,
148,BONE_12_F69_2_1,,
149,BONE_12_F69_2_2,,
150,BONE_12_F69_2_3,,
151,BONE_12_F69_3_1,,
152,BONE_12_F69_3_2,,
153,BONE_12_F69_3_3,,
154,BONE_12_F69_4_1,,
155,BONE_12_F69_4_2,,
156,BONE_12_F69_4_3,,
157,BONE_12_F69_5_1,,
158,BONE_12_F69_5_2,,
159,BONE_12_F69_5_3,,
160,BONE_12_F69_6_1,,
161,BONE_12_F69_6_2,,
162,BONE_12_F69_6_3,,
163,BONE_12_F69_7_1,,
164,BONE_12_F69_7_2,,
165,BONE_12_F69_7_3,,
166,BONE_12_F69_8_1,,
167,BONE_12_F69_8_2,,
168,BONE_12_F69_8_3,,
169,BONE_13_M47_1_1,,
170,BONE_13_M47_1_2,,
171,BONE_13_M47_1_3,,
172,BONE_13_M47_2_1,,
173,BONE_13_M47_2_2,,
174,BONE_13_M47_2_3,,
175,BONE_13_M47_3_1,,
176,BONE_13_M47_3_2,,
177,BONE_13_M47_3_3,,
178,BONE_13_M47_4_1,,
179,BONE_13_M47_4_2,,
180,BONE_13_M47_4_3,,
181,BONE_13_M47_5_1,,
182,BONE_13_M47_5_2,,
183,BONE_13_M47_5_3,,
184,BONE_13_M47_6_1,,
185,BONE_13_M47_6_2,,
186,BONE_13_M47_6_3,,
187,BONE_13_M47_7_1,,
188,BONE_13_M47_7_2,,
189,BONE_13_M47_7_3,,
190,BONE_13_M47_8_1,,
191,BONE_13_M47_8_2,,
192,BONE_13_M47_8_3,,
193,BONE_15_M71_1_1,,
194,BONE_15_M71_1_2,,
195,BONE_15_M71_1_3,,
196,BONE_15_M71_2_1,,
197,BONE_15_M71_2_2,,
198,BONE_15_M71_2_3,,
199,BONE_15_M71_3_1,,
200,BONE_15_M71_3_2,,
201,BONE_15_M71_3_3,,
202,BONE_15_M71_4_1,,
203,BONE_15_M71_4_2,,
204,BONE_15_M71_4_3,,
205,BONE_15_M71_5_1,,
206,BONE_15_M71_5_2,,
207,BONE_15_M71_5_3,,
208,BONE_15_M71_6_1,,
209,BONE_15_M71_6_2,,
210,BONE_15_M71_6_3,,
211,BONE_15_M71_7_1,,
212,BONE_15_M71_7_2,,
213,BONE_15_M71_7_3,,
214,BONE_15_M71_8_1,,
215,BONE_15_M71_8_2,,
216,BONE_15_M71_8_3,,
217,BONE_16_F63_1_1,,
218,BONE_16_F63_1_2,,
219,BONE_16_F63_2_1,,
220,BONE_16_F63_2_2,,
221,BONE_16_F63_2_3,,
222,BONE_16_F63_3_1,,
223,BONE_16_F63_3_2,,
224,BONE_16_F63_3_3,,
225,BONE_16_F63_3_4,,
226,BONE_16_F63_4_1,,
227,BONE_16_F63_4_2,,
228,BONE_16_F63_5_1,,
229,BONE_16_F63_6_1,,
230,BONE_16_F63_6_2,,
231,BONE_16_F63_6_3,,
232,BONE_16_F63_7_1,,
233,BONE_16_F63_7_2,,
234,BONE_16_F63_7_3,,
235,BONE_17_F52_1_1,,
236,BONE_17_F52_1_2,,
237,BONE_17_F52_1_3,,
238,BONE_17_F52_2_1,,
239,BONE_17_F52_2_2,,
240,BONE_17_F52_2_3,,
241,BONE_17_F52_3_1,,
242,BONE_17_F52_3_2,,
243,BONE_17_F52_3_3,,
244,BONE_17_F52_4_1,,
245,BONE_17_F52_4_2,,
246,BONE_17_F52_4_3,,
247,BONE_17_F52_5_1,,
248,BONE_17_F52_5_2,,
249,BONE_17_F52_5_3,,
250,BONE_17_F52_6_1,,
251,BONE_17_F52_6_2,,
252,BONE_17_F52_6_3,,
253,BONE_17_F52_7_1,,
254,BONE_17_F52_7_2,,
255,BONE_17_F52_7_3,,
