,train,val,test
227,BONE_17_F52_1_2,,
228,BONE_17_F52_1_3,,
229,BONE_17_F52_2_1,,
230,BONE_17_F52_2_2,,
231,BONE_17_F52_2_3,,
232,BONE_17_F52_3_1,,
233,BONE_17_F52_3_2,,
234,BONE_17_F52_3_3,,
235,BONE_17_F52_4_1,,
236,BONE_17_F52_4_2,,
237,BONE_17_F52_4_3,,
238,BONE_17_F52_5_1,,
239,BONE_17_F52_5_2,,
240,BONE_17_F52_5_3,,
241,BONE_17_F52_6_1,,
242,BONE_17_F52_6_2,,
243,BONE_17_F52_6_3,,
244,BONE_17_F52_7_1,,
245,BONE_17_F52_7_2,,
246,BONE_17_F52_7_3,,
