,train,val,test
73,BONE_6_M63_7_1,,
74,BONE_6_M63_7_2,,
75,BONE_6_M63_7_3,,
76,BONE_6_M63_8_1,,
77,BONE_6_M63_8_2,,
78,BONE_6_M63_8_3,,
79,BONE_7_F65_1_1,,
80,BONE_7_F65_1_2,,
81,BONE_7_F65_1_3,,
82,BONE_7_F65_2_1,,
83,BONE_7_F65_2_2,,
84,BONE_7_F65_2_3,,
85,BONE_7_F65_3_1,,
86,BONE_7_F65_3_2,,
87,BONE_7_F65_3_3,,
88,BONE_7_F65_4_1,,
89,BONE_7_F65_4_2,,
90,BONE_7_F65_4_3,,
91,BONE_7_F65_5_1,,
92,BONE_7_F65_5_2,,
93,BONE_7_F65_5_3,,
94,BONE_7_F65_6_1,,
95,BONE_7_F65_6_2,,
96,BONE_7_F65_6_3,,
97,BONE_7_F65_7_1,,
98,BONE_7_F65_7_2,,
99,BONE_7_F65_7_3,,
100,BONE_7_F65_8_1,,
101,BONE_7_F65_8_2,,
102,BONE_7_F65_8_3,,
103,BONE_9_M72_1_1,,
104,BONE_9_M72_1_2,,
105,BONE_9_M72_1_3,,
106,BONE_9_M72_1_4,,
107,BONE_9_M72_2_1,,
108,BONE_9_M72_2_2,,
109,BONE_9_M72_2_3,,
110,BONE_9_M72_2_4,,
111,BONE_9_M72_4_1,,
112,BONE_9_M72_4_2,,
113,BONE_9_M72_5_1,,
114,BONE_9_M72_5_2,,
115,BONE_9_M72_5_3,,
116,BONE_9_M72_5_4,,
117,BONE_9_M72_6_1,,
118,BONE_9_M72_6_2,,
119,BONE_9_M72_7_1,,
120,BONE_9_M72_7_2,,
121,BONE_9_M72_7_3,,
122,BONE_11_M72_2_1,,
123,BONE_11_M72_2_2,,
124,BONE_11_M72_2_3,,
125,BONE_11_M72_3_1,,
126,BONE_11_M72_3_2,,
127,BONE_11_M72_3_3,,
128,BONE_11_M72_4_1,,
129,BONE_11_M72_4_2,,
130,BONE_11_M72_4_3,,
131,BONE_11_M72_5_1,,
132,BONE_11_M72_5_2,,
133,BONE_11_M72_5_3,,
134,BONE_11_M72_5_4,,
135,BONE_11_M72_6_1,,
136,BONE_11_M72_6_2,,
137,BONE_11_M72_6_3,,
138,BONE_11_M72_6_4,,
139,BONE_11_M72_6_5,,
140,BONE_11_M72_7_1,,
141,BONE_11_M72_7_2,,
142,BONE_11_M72_7_3,,
143,BONE_11_M72_8_1,,
144,BONE_11_M72_8_2,,
145,BONE_11_M72_8_3,,
146,BONE_12_F69_1_1,,
147,BONE_12_F69_1_2,,
148,BONE_12_F69_1_3,,
149,BONE_12_F69_2_1,,
150,BONE_12_F69_2_2,,
151,BONE_12_F69_2_3,,
152,BONE_12_F69_3_1,,
153,BONE_12_F69_3_2,,
154,BONE_12_F69_3_3,,
155,BONE_12_F69_4_1,,
156,BONE_12_F69_4_2,,
157,BONE_12_F69_4_3,,
158,BONE_12_F69_5_1,,
159,BONE_12_F69_5_2,,
160,BONE_12_F69_5_3,,
161,BONE_12_F69_6_1,,
162,BONE_12_F69_6_2,,
163,BONE_12_F69_6_3,,
164,BONE_12_F69_7_1,,
165,BONE_12_F69_7_2,,
166,BONE_12_F69_7_3,,
167,BONE_12_F69_8_1,,
168,BONE_12_F69_8_2,,
169,BONE_12_F69_8_3,,
170,BONE_13_M47_1_1,,
171,BONE_13_M47_1_2,,
172,BONE_13_M47_1_3,,
173,BONE_13_M47_2_1,,
174,BONE_13_M47_2_2,,
175,BONE_13_M47_2_3,,
176,BONE_13_M47_3_1,,
177,BONE_13_M47_3_2,,
178,BONE_13_M47_3_3,,
179,BONE_13_M47_4_1,,
180,BONE_13_M47_4_2,,
181,BONE_13_M47_4_3,,
182,BONE_13_M47_5_1,,
183,BONE_13_M47_5_2,,
184,BONE_13_M47_5_3,,
185,BONE_13_M47_6_1,,
186,BONE_13_M47_6_2,,
187,BONE_13_M47_6_3,,
188,BONE_13_M47_7_1,,
189,BONE_13_M47_7_2,,
190,BONE_13_M47_7_3,,
191,BONE_13_M47_8_1,,
192,BONE_13_M47_8_2,,
193,BONE_13_M47_8_3,,
194,BONE_15_M71_1_1,,
195,BONE_15_M71_1_2,,
196,BONE_15_M71_1_3,,
197,BONE_15_M71_2_1,,
198,BONE_15_M71_2_2,,
199,BONE_15_M71_2_3,,
200,BONE_15_M71_3_1,,
201,BONE_15_M71_3_2,,
202,BONE_15_M71_3_3,,
203,BONE_15_M71_4_1,,
204,BONE_15_M71_4_2,,
205,BONE_15_M71_4_3,,
206,BONE_15_M71_5_1,,
207,BONE_15_M71_5_2,,
208,BONE_15_M71_5_3,,
209,BONE_15_M71_6_1,,
210,BONE_15_M71_6_2,,
211,BONE_15_M71_6_3,,
212,BONE_15_M71_7_1,,
213,BONE_15_M71_7_2,,
214,BONE_15_M71_7_3,,
215,BONE_15_M71_8_1,,
216,BONE_15_M71_8_2,,
217,BONE_15_M71_8_3,,
218,BONE_16_F63_1_1,,
219,BONE_16_F63_1_2,,
220,BONE_16_F63_2_1,,
221,BONE_16_F63_2_2,,
222,BONE_16_F63_2_3,,
223,BONE_16_F63_3_1,,
224,BONE_16_F63_3_2,,
225,BONE_16_F63_3_3,,
226,BONE_16_F63_3_4,,
227,BONE_16_F63_4_1,,
228,BONE_16_F63_4_2,,
229,BONE_16_F63_5_1,,
230,BONE_16_F63_6_1,,
231,BONE_16_F63_6_2,,
232,BONE_16_F63_6_3,,
233,BONE_16_F63_7_1,,
234,BONE_16_F63_7_2,,
235,BONE_16_F63_7_3,,
236,BONE_17_F52_1_1,,
237,BONE_17_F52_1_2,,
238,BONE_17_F52_1_3,,
239,BONE_17_F52_2_1,,
240,BONE_17_F52_2_2,,
241,BONE_17_F52_2_3,,
242,BONE_17_F52_3_1,,
243,BONE_17_F52_3_2,,
244,BONE_17_F52_3_3,,
245,BONE_17_F52_4_1,,
246,BONE_17_F52_4_2,,
247,BONE_17_F52_4_3,,
248,BONE_17_F52_5_1,,
249,BONE_17_F52_5_2,,
250,BONE_17_F52_5_3,,
251,BONE_17_F52_6_1,,
252,BONE_17_F52_6_2,,
253,BONE_17_F52_6_3,,
254,BONE_17_F52_7_1,,
255,BONE_17_F52_7_2,,
256,BONE_17_F52_7_3,,
