,train,val,test
223,BONE_17_F52_1_1,,
224,BONE_17_F52_1_2,,
225,BONE_17_F52_1_3,,
226,BONE_17_F52_2_1,,
227,BONE_17_F52_2_2,,
228,BONE_17_F52_2_3,,
229,BONE_17_F52_3_1,,
230,BONE_17_F52_3_2,,
231,BONE_17_F52_3_3,,
232,BONE_17_F52_4_1,,
233,BONE_17_F52_4_2,,
234,BONE_17_F52_4_3,,
235,BONE_17_F52_5_1,,
236,BONE_17_F52_5_2,,
237,BONE_17_F52_5_3,,
238,BONE_17_F52_6_1,,
239,BONE_17_F52_6_2,,
240,BONE_17_F52_6_3,,
241,BONE_17_F52_7_1,,
242,BONE_17_F52_7_2,,
243,BONE_17_F52_7_3,,
