,train,val,test
112,BONE_2_F71_3_3,,
113,BONE_2_F71_3_4,,
114,BONE_2_F71_3_5,,
115,BONE_2_F71_3_6,,
116,BONE_3_F56_11_1,,
117,BONE_3_F56_11_2,,
118,BONE_3_F56_11_3,,
119,BONE_3_F56_1_1,,
120,BONE_3_F56_1_2,,
121,BONE_3_F56_8_1,,
122,BONE_3_F56_8_2,,
123,BONE_3_F56_9_1,,
124,BONE_3_F56_9_2,,
125,BONE_5_M59_1_1,,
126,BONE_5_M59_1_2,,
127,BONE_5_M59_1_3,,
128,BONE_5_M59_1_4,,
129,BONE_5_M59_2_1,,
130,BONE_5_M59_2_2,,
131,BONE_5_M59_2_3,,
132,BONE_5_M59_2_4,,
133,BONE_5_M59_2_5,,
134,BONE_5_M59_3_1,,
135,BONE_5_M59_3_2,,
136,BONE_5_M59_3_3,,
137,BONE_5_M59_3_4,,
138,BONE_5_M59_3_5,,
139,BONE_5_M59_3_6,,
140,BONE_5_M59_4_1,,
141,BONE_5_M59_4_2,,
142,BONE_5_M59_4_3,,
143,BONE_5_M59_5_1,,
144,BONE_5_M59_5_2,,
145,BONE_5_M59_5_3,,
146,BONE_5_M59_6_1,,
147,BONE_5_M59_6_2,,
148,BONE_5_M59_6_3,,
149,BONE_5_M59_6_4,,
150,BONE_5_M59_6_5,,
151,BONE_5_M59_6_6,,
152,BONE_7_F65_1_1,,
153,BONE_7_F65_1_2,,
154,BONE_7_F65_1_3,,
155,BONE_7_F65_2_1,,
156,BONE_7_F65_2_2,,
157,BONE_7_F65_2_3,,
158,BONE_7_F65_3_1,,
159,BONE_7_F65_3_2,,
160,BONE_7_F65_3_3,,
161,BONE_7_F65_4_1,,
162,BONE_7_F65_4_2,,
163,BONE_7_F65_4_3,,
164,BONE_7_F65_5_1,,
165,BONE_7_F65_5_2,,
166,BONE_7_F65_5_3,,
167,BONE_7_F65_6_1,,
168,BONE_7_F65_6_2,,
169,BONE_7_F65_6_3,,
170,BONE_7_F65_7_1,,
171,BONE_7_F65_7_2,,
172,BONE_7_F65_7_3,,
173,BONE_7_F65_8_1,,
174,BONE_7_F65_8_2,,
175,BONE_7_F65_8_3,,
176,BONE_9_M72_1_1,,
177,BONE_9_M72_1_2,,
178,BONE_9_M72_1_3,,
179,BONE_9_M72_1_4,,
180,BONE_9_M72_2_1,,
181,BONE_9_M72_2_2,,
182,BONE_9_M72_2_3,,
183,BONE_9_M72_2_4,,
184,BONE_9_M72_4_1,,
185,BONE_9_M72_4_2,,
186,BONE_9_M72_5_1,,
187,BONE_9_M72_5_2,,
188,BONE_9_M72_5_3,,
189,BONE_9_M72_5_4,,
190,BONE_9_M72_6_1,,
191,BONE_9_M72_6_2,,
192,BONE_9_M72_7_1,,
193,BONE_9_M72_7_2,,
194,BONE_9_M72_7_3,,
