,train,val,test
180,BONE_8_F68_1_1,,
181,BONE_8_F68_1_2,,
182,BONE_8_F68_1_3,,
183,BONE_8_F68_2_1,,
184,BONE_8_F68_2_2,,
185,BONE_8_F68_2_3,,
186,BONE_8_F68_3_1,,
187,BONE_8_F68_3_2,,
188,BONE_8_F68_3_3,,
189,BONE_8_F68_4_1,,
190,BONE_8_F68_4_2,,
191,BONE_8_F68_4_3,,
192,BONE_8_F68_5_1,,
193,BONE_8_F68_5_2,,
194,BONE_8_F68_5_3,,
195,BONE_8_F68_6_1,,
196,BONE_8_F68_6_2,,
197,BONE_8_F68_6_3,,
198,BONE_8_F68_7_1,,
199,BONE_8_F68_7_2,,
200,BONE_8_F68_7_3,,
201,BONE_8_F68_8_1,,
202,BONE_8_F68_8_2,,
203,BONE_8_F68_8_3,,
204,BONE_9_M72_1_1,,
205,BONE_9_M72_1_2,,
206,BONE_9_M72_1_3,,
207,BONE_9_M72_1_4,,
208,BONE_9_M72_2_1,,
209,BONE_9_M72_2_2,,
210,BONE_9_M72_2_3,,
211,BONE_9_M72_2_4,,
212,BONE_9_M72_4_1,,
213,BONE_9_M72_4_2,,
214,BONE_9_M72_5_1,,
215,BONE_9_M72_5_2,,
216,BONE_9_M72_5_3,,
217,BONE_9_M72_5_4,,
218,BONE_9_M72_6_1,,
219,BONE_9_M72_6_2,,
220,BONE_9_M72_7_1,,
221,BONE_9_M72_7_2,,
222,BONE_9_M72_7_3,,
