,train,val,test
26,BONE_12_F69_1_3,BONE_5_M59_6_6,BONE_16_F63_2_1
27,BONE_12_F69_2_1,BONE_7_F65_1_1,BONE_16_F63_2_2
28,BONE_12_F69_2_2,BONE_7_F65_1_2,BONE_16_F63_2_3
29,BONE_12_F69_2_3,BONE_7_F65_1_3,BONE_16_F63_3_1
30,BONE_12_F69_3_1,BONE_7_F65_2_1,BONE_16_F63_3_2
31,BONE_12_F69_3_2,BONE_7_F65_2_2,BONE_16_F63_3_3
32,BONE_12_F69_3_3,BONE_7_F65_2_3,BONE_16_F63_3_4
33,BONE_12_F69_4_1,BONE_7_F65_3_1,BONE_16_F63_4_1
34,BONE_12_F69_4_2,BONE_7_F65_3_2,BONE_16_F63_4_2
35,BONE_12_F69_4_3,BONE_7_F65_3_3,BONE_16_F63_5_1
36,BONE_12_F69_5_1,BONE_7_F65_4_1,BONE_16_F63_6_1
37,BONE_12_F69_5_2,BONE_7_F65_4_2,BONE_16_F63_6_2
38,BONE_12_F69_5_3,BONE_7_F65_4_3,BONE_16_F63_6_3
39,BONE_12_F69_6_1,BONE_7_F65_5_1,BONE_16_F63_7_1
40,BONE_12_F69_6_2,BONE_7_F65_5_2,BONE_16_F63_7_2
41,BONE_12_F69_6_3,BONE_7_F65_5_3,BONE_16_F63_7_3
42,BONE_12_F69_7_1,BONE_7_F65_6_1,BONE_2_F71_1_1
43,BONE_12_F69_7_2,BONE_7_F65_6_2,BONE_2_F71_1_2
44,BONE_12_F69_7_3,BONE_7_F65_6_3,BONE_2_F71_1_3
45,BONE_12_F69_8_1,BONE_7_F65_7_1,BONE_2_F71_1_4
46,BONE_12_F69_8_2,BONE_7_F65_7_2,BONE_2_F71_1_5
47,BONE_12_F69_8_3,BONE_7_F65_7_3,BONE_2_F71_1_6
48,BONE_15_M71_1_1,BONE_7_F65_8_1,BONE_2_F71_1_7
49,BONE_15_M71_1_2,BONE_7_F65_8_2,BONE_2_F71_2_1
50,BONE_15_M71_1_3,BONE_7_F65_8_3,BONE_2_F71_2_2
51,BONE_15_M71_2_1,,BONE_2_F71_2_3
52,BONE_15_M71_2_2,,BONE_2_F71_2_4
53,BONE_15_M71_2_3,,BONE_2_F71_2_5
54,BONE_15_M71_3_1,,BONE_2_F71_2_6
55,BONE_15_M71_3_2,,BONE_2_F71_2_7
56,BONE_15_M71_3_3,,BONE_2_F71_3_1
57,BONE_15_M71_4_1,,BONE_2_F71_3_2
58,BONE_15_M71_4_2,,BONE_2_F71_3_3
59,BONE_15_M71_4_3,,BONE_2_F71_3_4
60,BONE_15_M71_5_1,,BONE_2_F71_3_5
61,BONE_15_M71_5_2,,BONE_2_F71_3_6
62,BONE_15_M71_5_3,,
63,BONE_15_M71_6_1,,
64,BONE_15_M71_6_2,,
65,BONE_15_M71_6_3,,
66,BONE_15_M71_7_1,,
67,BONE_15_M71_7_2,,
68,BONE_15_M71_7_3,,
69,BONE_15_M71_8_1,,
70,BONE_15_M71_8_2,,
71,BONE_15_M71_8_3,,
72,BONE_17_F52_1_1,,
73,BONE_17_F52_1_2,,
74,BONE_17_F52_1_3,,
75,BONE_17_F52_2_1,,
76,BONE_17_F52_2_2,,
77,BONE_17_F52_2_3,,
78,BONE_17_F52_3_1,,
79,BONE_17_F52_3_2,,
80,BONE_17_F52_3_3,,
81,BONE_17_F52_4_1,,
82,BONE_17_F52_4_2,,
83,BONE_17_F52_4_3,,
84,BONE_17_F52_5_1,,
85,BONE_17_F52_5_2,,
86,BONE_17_F52_5_3,,
87,BONE_17_F52_6_1,,
88,BONE_17_F52_6_2,,
89,BONE_17_F52_6_3,,
90,BONE_17_F52_7_1,,
91,BONE_17_F52_7_2,,
92,BONE_17_F52_7_3,,
93,BONE_1_F51_1_1,,
94,BONE_1_F51_1_2,,
95,BONE_1_F51_2_1,,
96,BONE_1_F51_2_2,,
97,BONE_1_F51_2_3,,
98,BONE_1_F51_2_4,,
99,BONE_3_F56_11_1,,
100,BONE_3_F56_11_2,,
101,BONE_3_F56_11_3,,
102,BONE_3_F56_1_1,,
103,BONE_3_F56_1_2,,
104,BONE_3_F56_8_1,,
105,BONE_3_F56_8_2,,
106,BONE_3_F56_9_1,,
107,BONE_3_F56_9_2,,
108,BONE_4_M48_1_1,,
109,BONE_4_M48_1_2,,
110,BONE_4_M48_1_3,,
111,BONE_4_M48_2_1,,
112,BONE_4_M48_2_2,,
113,BONE_4_M48_2_3,,
114,BONE_4_M48_3_1,,
115,BONE_4_M48_3_2,,
116,BONE_4_M48_3_3,,
117,BONE_4_M48_4_1,,
118,BONE_4_M48_4_2,,
119,BONE_4_M48_4_3,,
120,BONE_4_M48_5_1,,
121,BONE_4_M48_5_2,,
122,BONE_4_M48_5_3,,
123,BONE_4_M48_6_1,,
124,BONE_4_M48_6_2,,
125,BONE_4_M48_6_3,,
126,BONE_4_M48_6_4,,
127,BONE_4_M48_6_5,,
128,BONE_4_M48_7_1,,
129,BONE_4_M48_7_2,,
130,BONE_4_M48_7_3,,
131,BONE_4_M48_8_1,,
132,BONE_4_M48_8_2,,
133,BONE_6_M63_1_1,,
134,BONE_6_M63_1_2,,
135,BONE_6_M63_1_3,,
136,BONE_6_M63_2_1,,
137,BONE_6_M63_2_2,,
138,BONE_6_M63_2_3,,
139,BONE_6_M63_3_1,,
140,BONE_6_M63_3_2,,
141,BONE_6_M63_3_3,,
142,BONE_6_M63_4_1,,
143,BONE_6_M63_4_2,,
144,BONE_6_M63_4_3,,
145,BONE_6_M63_5_1,,
146,BONE_6_M63_5_2,,
147,BONE_6_M63_6_1,,
148,BONE_6_M63_6_2,,
149,BONE_6_M63_6_3,,
150,BONE_6_M63_7_1,,
151,BONE_6_M63_7_2,,
152,BONE_6_M63_7_3,,
153,BONE_6_M63_8_1,,
154,BONE_6_M63_8_2,,
155,BONE_6_M63_8_3,,
156,BONE_8_F68_1_1,,
157,BONE_8_F68_1_2,,
158,BONE_8_F68_1_3,,
159,BONE_8_F68_2_1,,
160,BONE_8_F68_2_2,,
161,BONE_8_F68_2_3,,
162,BONE_8_F68_3_1,,
163,BONE_8_F68_3_2,,
164,BONE_8_F68_3_3,,
165,BONE_8_F68_4_1,,
166,BONE_8_F68_4_2,,
167,BONE_8_F68_4_3,,
168,BONE_8_F68_5_1,,
169,BONE_8_F68_5_2,,
170,BONE_8_F68_5_3,,
171,BONE_8_F68_6_1,,
172,BONE_8_F68_6_2,,
173,BONE_8_F68_6_3,,
174,BONE_8_F68_7_1,,
175,BONE_8_F68_7_2,,
176,BONE_8_F68_7_3,,
177,BONE_8_F68_8_1,,
178,BONE_8_F68_8_2,,
179,BONE_8_F68_8_3,,
180,BONE_9_M72_1_1,,
181,BONE_9_M72_1_2,,
182,BONE_9_M72_1_3,,
183,BONE_9_M72_1_4,,
184,BONE_9_M72_2_1,,
185,BONE_9_M72_2_2,,
186,BONE_9_M72_2_3,,
187,BONE_9_M72_2_4,,
188,BONE_9_M72_4_1,,
189,BONE_9_M72_4_2,,
190,BONE_9_M72_5_1,,
191,BONE_9_M72_5_2,,
192,BONE_9_M72_5_3,,
193,BONE_9_M72_5_4,,
194,BONE_9_M72_6_1,,
195,BONE_9_M72_6_2,,
196,BONE_9_M72_7_1,,
197,BONE_9_M72_7_2,,
198,BONE_9_M72_7_3,,
