,train,val,test
76,BONE_15_M71_2_2,,
77,BONE_15_M71_2_3,,
78,BONE_15_M71_3_1,,
79,BONE_15_M71_3_2,,
80,BONE_15_M71_3_3,,
81,BONE_15_M71_4_1,,
82,BONE_15_M71_4_2,,
83,BONE_15_M71_4_3,,
84,BONE_15_M71_5_1,,
85,BONE_15_M71_5_2,,
86,BONE_15_M71_5_3,,
87,BONE_15_M71_6_1,,
88,BONE_15_M71_6_2,,
89,BONE_15_M71_6_3,,
90,BONE_15_M71_7_1,,
91,BONE_15_M71_7_2,,
92,BONE_15_M71_7_3,,
93,BONE_15_M71_8_1,,
94,BONE_15_M71_8_2,,
95,BONE_15_M71_8_3,,
96,BONE_16_F63_1_1,,
97,BONE_16_F63_1_2,,
98,BONE_16_F63_2_1,,
99,BONE_16_F63_2_2,,
100,BONE_16_F63_2_3,,
101,BONE_16_F63_3_1,,
102,BONE_16_F63_3_2,,
103,BONE_16_F63_3_3,,
104,BONE_16_F63_3_4,,
105,BONE_16_F63_4_1,,
106,BONE_16_F63_4_2,,
107,BONE_16_F63_5_1,,
108,BONE_16_F63_6_1,,
109,BONE_16_F63_6_2,,
110,BONE_16_F63_6_3,,
111,BONE_16_F63_7_1,,
112,BONE_16_F63_7_2,,
113,BONE_16_F63_7_3,,
114,BONE_17_F52_1_1,,
115,BONE_17_F52_1_2,,
116,BONE_17_F52_1_3,,
117,BONE_17_F52_2_1,,
118,BONE_17_F52_2_2,,
119,BONE_17_F52_2_3,,
120,BONE_17_F52_3_1,,
121,BONE_17_F52_3_2,,
122,BONE_17_F52_3_3,,
123,BONE_17_F52_4_1,,
124,BONE_17_F52_4_2,,
125,BONE_17_F52_4_3,,
126,BONE_17_F52_5_1,,
127,BONE_17_F52_5_2,,
128,BONE_17_F52_5_3,,
129,BONE_17_F52_6_1,,
130,BONE_17_F52_6_2,,
131,BONE_17_F52_6_3,,
132,BONE_17_F52_7_1,,
133,BONE_17_F52_7_2,,
134,BONE_17_F52_7_3,,
135,BONE_3_F56_11_1,,
136,BONE_3_F56_11_2,,
137,BONE_3_F56_11_3,,
138,BONE_3_F56_1_1,,
139,BONE_3_F56_1_2,,
140,BONE_3_F56_8_1,,
141,BONE_3_F56_8_2,,
142,BONE_3_F56_9_1,,
143,BONE_3_F56_9_2,,
144,BONE_4_M48_1_1,,
145,BONE_4_M48_1_2,,
146,BONE_4_M48_1_3,,
147,BONE_4_M48_2_1,,
148,BONE_4_M48_2_2,,
149,BONE_4_M48_2_3,,
150,BONE_4_M48_3_1,,
151,BONE_4_M48_3_2,,
152,BONE_4_M48_3_3,,
153,BONE_4_M48_4_1,,
154,BONE_4_M48_4_2,,
155,BONE_4_M48_4_3,,
156,BONE_4_M48_5_1,,
157,BONE_4_M48_5_2,,
158,BONE_4_M48_5_3,,
159,BONE_4_M48_6_1,,
160,BONE_4_M48_6_2,,
161,BONE_4_M48_6_3,,
162,BONE_4_M48_6_4,,
163,BONE_4_M48_6_5,,
164,BONE_4_M48_7_1,,
165,BONE_4_M48_7_2,,
166,BONE_4_M48_7_3,,
167,BONE_4_M48_8_1,,
168,BONE_4_M48_8_2,,
169,BONE_7_F65_1_1,,
170,BONE_7_F65_1_2,,
171,BONE_7_F65_1_3,,
172,BONE_7_F65_2_1,,
173,BONE_7_F65_2_2,,
174,BONE_7_F65_2_3,,
175,BONE_7_F65_3_1,,
176,BONE_7_F65_3_2,,
177,BONE_7_F65_3_3,,
178,BONE_7_F65_4_1,,
179,BONE_7_F65_4_2,,
180,BONE_7_F65_4_3,,
181,BONE_7_F65_5_1,,
182,BONE_7_F65_5_2,,
183,BONE_7_F65_5_3,,
184,BONE_7_F65_6_1,,
185,BONE_7_F65_6_2,,
186,BONE_7_F65_6_3,,
187,BONE_7_F65_7_1,,
188,BONE_7_F65_7_2,,
189,BONE_7_F65_7_3,,
190,BONE_7_F65_8_1,,
191,BONE_7_F65_8_2,,
192,BONE_7_F65_8_3,,
193,BONE_9_M72_1_1,,
194,BONE_9_M72_1_2,,
195,BONE_9_M72_1_3,,
196,BONE_9_M72_1_4,,
197,BONE_9_M72_2_1,,
198,BONE_9_M72_2_2,,
199,BONE_9_M72_2_3,,
200,BONE_9_M72_2_4,,
201,BONE_9_M72_4_1,,
202,BONE_9_M72_4_2,,
203,BONE_9_M72_5_1,,
204,BONE_9_M72_5_2,,
205,BONE_9_M72_5_3,,
206,BONE_9_M72_5_4,,
207,BONE_9_M72_6_1,,
208,BONE_9_M72_6_2,,
209,BONE_9_M72_7_1,,
210,BONE_9_M72_7_2,,
211,BONE_9_M72_7_3,,
